"Adrien"|0.502163767814636|"You're right. Someday I hope I'll find someone I can share everything with…like they do.But until my father starts letting me go out more often, that probably won't be happening."|2|44|"Anansi"
"Marinette"|-0.731830596923828|"Are you sure your dad won't let you come? It's such a bummer."|2|44|"Anansi"
"Adrien"|-0.381761193275452|"You know how overprotective he is. One day he'll realize I'm not a child anymore, but we're not quite there yet. "|2|44|"Anansi"
"Nino"|0.656136512756348|" Big finish, here we go!"|2|44|"Anansi"
"Marinette"|-0.237223148345947|" You don't wanna miss this. "|2|44|"Anansi"
"Nino"|0.261122941970825|"Yeah! "|2|44|"Anansi"
"Nora"|-0.186432898044586|" Aw, shoot. Did I miss the ballet?"|2|44|"Anansi"
"Alya"|-0.16407573223114|" Nora, is your match over already?"|2|44|"Anansi"
"Nora"|-0.182318806648254|"First round: total knockout. Huh-huh-huh.As usual.I told you a hundred times not to call me Nora in front of people, little sis.The name is Anansi, like a spider."|2|44|"Anansi"
"Alya"|0.0543692111968994|" Sure, I'll call you Anansi when you stop calling me 'little sis'."|2|44|"Anansi"
"Nora"|0.217986702919006|" Anyway, what are you all still doing here this late? Don't you have school tomorrow?"|2|44|"Anansi"
"Alya"|0.438929319381714|" We're waiting for it to get dark. It's the World Cup fireworks show tonight, remember? We're gonna watch from the Ferris wheel."|2|44|"Anansi"
"Nora"|-0.540784746408463|"Oh no! Baguette and cappie can go with cellphone Boy if they want, but you're staying here.It's way too dangerous."|2|44|"Anansi"
"Marinette"|-0.622961282730103|" But Nora—I mean, Anansi, you can't do that!"|2|44|"Anansi"
"Nino"|-0.586801618337631|" Yeah, no way dude, we're not going without Alya!"|2|44|"Anansi"
"Alya"|-0.21133279800415|" Listen, I appreciate you worrying about me and all, but I'm not a little girl anymore. Besides, Mom and Dad are totally cool with it."|2|44|"Anansi"
"Nora"|-0.533508867025375|" Tsk-tsk-tsk-tsk, there have been way too many akumatized peeps in Paris these last few weeks. Look how many times you've been in direct danger.So you're staying home, safe and sound, period!"|2|44|"Anansi"
"Alya"|-0.754140853881836|" That's so ridiculous! The twins were akumatized right here at home. "|2|44|"Anansi"
"Nora"|-0.733468651771545|" Well, that would've never happened on my watch. I won't let anybody mess with my family."|2|44|"Anansi"
"Alya"|-0.136602997779846|"You mean like the other day at the square?"|2|44|"Anansi"
"Adrien"|-0.688606411218643|"What happened?"|2|44|"Anansi"
"Marinette"|-0.0554611682891846|" Well… we came across a man handing out flyersNora thought the man was akumatized and wanted to turn Alya into a banana-zombie."|2|44|"Anansi"
"Nora"|-0.773438647389412|" Uh...uh...how was I supposed to know it was some stupid costume? And besides, what would happen if the Ferris wheel stopped working 'cause some akumatized dude refused to pay his fare? Once you fly-weights can actually defend yourselves like mewe'll talk about it."|2|44|"Anansi"
"Marinette"|-0.601961553096771|" It doesn't matter, because Ladybug and Cat Noir would save us if there were any problems."|2|44|"Anansi"
"Nora"|-0.563074946403503|" Uh-huh. And what if Mister Whiskers is catching a mouse and that Beetle's been sprayed with bug spray? What do you do then? "|2|44|"Anansi"
"Nino"|0.534590482711792|" I can protect Alya if I have to."|2|44|"Anansi"
